codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
0024035370,0027,2014-12-08T03:00:00.000,92,EL ESPINO - AUT,BOYACÁ,EL ESPINO,SOGAMOSO,6.506722222,-72.45266667,Humedad del aire 2 mt,%
0026085501,0027,2019-02-01T17:20:00.000,74.96911,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Humedad del aire 2 mt,%
0026085501,0027,2019-07-26T11:55:00.000,65.77885,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Humedad del aire 2 mt,%
0026155230,0027,2012-02-28T21:00:00.000,98,EMAS - AUT,CALDAS,MANIZALES,CAUCA,5.08525,-75.50713889,Humedad del aire 2 mt,%
0035025080,0027,2008-03-06T08:00:00.000,85,PNN CHINGAZA - AUT,CUNDINAMARCA,LA CALERA,META,4.661,-73.82733333,Humedad del aire 2 mt,%
0048015040,0027,2008-10-10T17:00:00.000,67,PTO NARIÑO,AMAZONAS,PUERTO NARIÑO,AMAZONAS - DIRECTOS,-3.78,-70.363,Humedad del aire 2 mt,%
0026195502,0027,2016-07-02T11:50:00.000,54,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Humedad del aire 2 mt,%
0021206810,0027,2015-06-17T17:30:00.000,51.7,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0026145090,0027,2016-10-01T12:00:00.000,100,SANTA EMILIA - AUT,RISARALDA,BELÉN DE UMBRÍA,CAUCA,5.207472222,-75.90294444,Humedad del aire 2 mt,%
2120000107,0027,2019-08-02T02:08:00.000,74.64,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Humedad del aire 2 mt,%
0023035030,0027,2016-01-14T23:00:00.000,97,BASE PALANQUERO  - AUT,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.492861111,-74.658,Humedad del aire 2 mt,%
0035025501,0027,2018-06-24T08:00:00.000,97.37296,QUETAME  - AUT,CUNDINAMARCA,QUETAME,META,4.297941667,-73.87238889,Humedad del aire 2 mt,%
0011025501,0027,2017-05-21T01:00:00.000,97,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Humedad del aire 2 mt,%
0026145090,0027,2014-04-02T00:00:00.000,94,SANTA EMILIA - AUT,RISARALDA,BELÉN DE UMBRÍA,CAUCA,5.207472222,-75.90294444,Humedad del aire 2 mt,%
0021205522,0027,2019-03-14T13:20:00.000,0.355,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Humedad del aire 2 mt,%
0024015503,0027,2018-01-18T02:55:00.000,96.07392,CONFINES  - AUT,SANTANDER,CONFINES,SOGAMOSO,6.373027778,-73.20760833,Humedad del aire 2 mt,%
0037015501,0027,2017-07-14T06:20:00.000,94.4055,LABATECA  - AUT,NORTE DE SANTANDER,LABATECA,ARAUCA,7.296058333,-72.49772778,Humedad del aire 2 mt,%
0022045502,0027,2018-12-15T18:30:00.000,72.30466,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Humedad del aire 2 mt,%
2120000102,0027,2018-12-20T08:46:00.000,46.09,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Humedad del aire 2 mt,%
0021015501,0027,2017-10-02T08:45:00.000,67.98283,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Humedad del aire 2 mt,%
0023125501,0027,2019-08-06T03:50:00.000,86.7386,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Humedad del aire 2 mt,%
0021035501,0027,2016-07-25T15:00:00.000,63,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763191667,-75.93224722,Humedad del aire 2 mt,%
0021237060,0027,2019-02-15T09:00:00.000,79.981,CORRALITOS PULI,CUNDINAMARCA,PULÍ,ALTO MAGDALENA,4.633,-74.65,Humedad del aire 2 mt,%
0021202250,0027,2011-11-21T02:50:00.000,93,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Humedad del aire 2 mt,%
0036015501,0027,2018-12-15T08:10:00.000,57.12984,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Humedad del aire 2 mt,%
0026175501,0027,2019-03-14T15:05:00.000,67.47405,RAFAEL ESCOBAR  - AUT,CALDAS,SUPIA,CAUCA,5.45,-75.63305556,Humedad del aire 2 mt,%
0017017001,0027,2018-11-06T10:00:00.000,84,JHONNY CAY,SAN ANDRÉS PROVIDENCIA,SAN ANDRÉS,ISLAS CARIBE,12.599,-81.689,Humedad del aire 2 mt,%
0026115501,0027,2017-12-19T17:00:00.000,49.40999,MANUEL MARIA MALLARINO  - AUT,VALLE DEL CAUCA,TRUJILLO,CAUCA,4.213611111,-76.31497222,Humedad del aire 2 mt,%
0026145505,0027,2018-01-23T10:50:00.000,72.18319,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Humedad del aire 2 mt,%
0026155505,0027,2017-06-12T13:30:00.000,61.0488,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Humedad del aire 2 mt,%
0021165501,0027,2016-06-19T14:40:00.000,63,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Humedad del aire 2 mt,%
0026155502,0027,2016-07-20T21:40:00.000,77,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Humedad del aire 2 mt,%
0021205502,0027,2018-12-10T08:50:00.000,57.54423,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Humedad del aire 2 mt,%
0021202220,0027,2016-07-15T15:35:00.000,57.03,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Humedad del aire 2 mt,%
0021015501,0027,2019-06-17T11:30:00.000,87.40884,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Humedad del aire 2 mt,%
0052055502,0027,2017-05-14T16:40:00.000,63,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0022045502,0027,2017-02-28T10:05:00.000,45,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Humedad del aire 2 mt,%
0021105501,0027,2018-06-11T15:45:00.000,76.89085,ALGECIRAS  - AUT,HUILA,ALGECIRAS,ALTO MAGDALENA,2.595027778,-75.22852778,Humedad del aire 2 mt,%
0044015070,0027,2015-03-09T02:00:00.000,97,EL PEPINO - AUT,PUTUMAYO,MOCOA,CAQUETÁ,1.082888889,-76.66711111,Humedad del aire 2 mt,%
0023125501,0027,2018-10-04T12:00:00.000,73.18057,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Humedad del aire 2 mt,%
0021208480,0027,2012-01-12T20:40:00.000,64.3,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Humedad del aire 2 mt,%
0024035380,0027,2007-12-23T02:00:00.000,86,NEVADO DEL COCUY - AUT,BOYACÁ,GUICÁN,SOGAMOSO,6.509111111,-72.31416667,Humedad del aire 2 mt,%
0026135503,0027,2018-04-11T09:25:00.000,93.76949,NARANJAL  - AUT,CALDAS,CHINCHINA,CAUCA,4.971944444,-75.65221944,Humedad del aire 2 mt,%
0026155502,0027,2018-08-07T12:10:00.000,57.49669,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Humedad del aire 2 mt,%
0021202250,0027,2016-07-17T02:30:00.000,74.7,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Humedad del aire 2 mt,%
0021208480,0027,2013-06-13T13:15:00.000,43.3,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Humedad del aire 2 mt,%
0011050020,0027,2018-09-13T20:00:00.000,100,PR CHOCO: BETE,CHOCÓ,MEDIO ATRATO (BETÉ),ATRATO - DARIÉN,5.995,-76.78,Humedad del aire 2 mt,%
0021202170,0027,2012-01-19T03:05:00.000,91.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
0016025502,0027,2017-08-02T04:00:00.000,99.9017,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Humedad del aire 2 mt,%
0021055070,0027,2018-01-10T06:00:00.000,94,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Humedad del aire 2 mt,%
0021202170,0027,2013-05-13T22:45:00.000,75.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
0021165502,0027,2019-03-20T16:50:00.000,0.3982642,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Humedad del aire 2 mt,%
0026065502,0027,2018-10-11T18:05:00.000,89.0304,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0021015501,0027,2018-05-12T00:45:00.000,96.50333,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Humedad del aire 2 mt,%
0052015501,0027,2017-11-08T15:45:00.000,82.3884,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Humedad del aire 2 mt,%
0035025080,0027,2008-03-27T19:00:00.000,92,PNN CHINGAZA - AUT,CUNDINAMARCA,LA CALERA,META,4.661,-73.82733333,Humedad del aire 2 mt,%
0021055501,0027,2017-06-27T22:25:00.000,75.007,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Humedad del aire 2 mt,%
0027015501,0027,2016-09-07T10:35:00.000,0,YOLOMBO  - AUT,ANTIOQUIA,YOLOMBÓ,NECHÍ,6.580958333,-75.11487778,Humedad del aire 2 mt,%
0026015010,0027,2007-10-07T23:00:00.000,88,EL TABLAZO - AUT,CAUCA,POPAYÁN,CAUCA,2.474833056,-76.58129361,Humedad del aire 2 mt,%
0035025501,0027,2018-08-11T21:30:00.000,93.22807,QUETAME  - AUT,CUNDINAMARCA,QUETAME,META,4.297941667,-73.87238889,Humedad del aire 2 mt,%
0025015020,0027,2015-04-29T13:00:00.000,0,CERROMATOSO,CÓRDOBA,MONTELÍBANO,BAJO MAGDALENA- CAUCA -SAN JORGE,7.931,-75.554,Humedad del aire 2 mt,%
0054035501,0027,2018-05-07T15:40:00.000,85.51357,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0023065502,0027,2016-06-16T16:10:00.000,59,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Humedad del aire 2 mt,%
0031095030,0027,2018-07-09T08:00:00.000,95,PTO INIRIDA,GUAINÍA,INÍRIDA,INÍRIDA,3.868,-67.932,Humedad del aire 2 mt,%
0026125290,0027,2013-05-22T18:00:00.000,79,ARMENIA - AUT,QUINDÍO,ARMENIA,CAUCA,4.531583333,-75.69069444,Humedad del aire 2 mt,%
0021255170,0027,2010-10-12T11:00:00.000,55,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.17327778,Humedad del aire 2 mt,%
0023015501,0027,2018-08-26T00:55:00.000,65.09074,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Humedad del aire 2 mt,%
0021085501,0027,2019-05-06T08:40:00.000,61.22538,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Humedad del aire 2 mt,%
0021055501,0027,2018-12-13T05:50:00.000,81.24316,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Humedad del aire 2 mt,%
0021255160,0027,2017-05-11T20:00:00.000,95,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760722222,-74.83425,Humedad del aire 2 mt,%
0026175501,0027,2017-02-19T12:40:00.000,42,RAFAEL ESCOBAR  - AUT,CALDAS,SUPIA,CAUCA,5.45,-75.63305556,Humedad del aire 2 mt,%
0011115501,0027,2017-08-26T01:45:00.000,92.60524,CAÑASGORDAS  - AUT,ANTIOQUIA,CAÑASGORDAS,ATRATO - DARIÉN,6.748275,-76.03155556,Humedad del aire 2 mt,%
0044035501,0027,2019-01-16T19:00:00.000,73.48725,PAUJIL  - AUT,CAQUETA,EL PAUJIL,CAQUETÁ,1.573819444,-75.3402,Humedad del aire 2 mt,%
0022045502,0027,2019-07-31T11:45:00.000,43.29016,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Humedad del aire 2 mt,%
2120000107,0027,2019-05-26T09:45:00.000,50.17,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Humedad del aire 2 mt,%
0026055100,0027,2011-05-23T04:00:00.000,93,FARALLONES - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.416055556,-76.6515,Humedad del aire 2 mt,%
0016055120,0027,2009-08-06T07:00:00.000,100,AGUAS DE LA VIRGEN  - AUT,NORTE DE SANTANDER,OCAÑA,CATATUMBO,8.227694444,-73.3975,Humedad del aire 2 mt,%
0021015502,0027,2018-10-30T07:35:00.000,61.50846,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTÍN,ALTO MAGDALENA,1.851416667,-76.30433056,Humedad del aire 2 mt,%
0026175501,0027,2017-10-08T01:30:00.000,86.24992,RAFAEL ESCOBAR  - AUT,CALDAS,SUPIA,CAUCA,5.45,-75.63305556,Humedad del aire 2 mt,%
0026055120,0027,2015-02-28T07:00:00.000,90,UNIVERSIDAD DEL VALLE  - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.378,-76.53388889,Humedad del aire 2 mt,%
0028025130,0027,2013-10-31T09:59:05.000,0,LA LOMA CARBONES - AUT,CESAR,EL PASO,CESAR,9.640611111,-73.52394444,Humedad del aire 2 mt,%
0024035501,0027,2016-08-13T21:05:00.000,76,ARATOCA  - AUT,SANTANDER,ARATOCA,SOGAMOSO,6.70155,-73.06749167,Humedad del aire 2 mt,%
0021202230,0027,2013-05-09T09:10:00.000,78.5,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0023065503,0027,2019-08-04T17:45:00.000,64.92609,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,MEDIO MAGDALENA,4.95,-74.4,Humedad del aire 2 mt,%
0021035501,0027,2018-08-27T18:50:00.000,82.37469,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763191667,-75.93224722,Humedad del aire 2 mt,%
0021185501,0027,2016-07-18T12:25:00.000,60,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266666667,-75.28305556,Humedad del aire 2 mt,%
0021055501,0027,2017-02-19T08:45:00.000,80,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345830556,-75.87805556,Humedad del aire 2 mt,%
0021215190,0027,2019-05-26T10:00:00.000,83,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435666667,-75.50036111,Humedad del aire 2 mt,%
0024055080,0027,2007-12-13T11:00:00.000,59,VIZCAINA LA LIZAMA  - AUT,SANTANDER,BARRANCABERMEJA,SOGAMOSO,6.982972222,-73.70488889,Humedad del aire 2 mt,%
0015085050,0027,2017-12-04T15:00:00.000,2,TOROMANA - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,12.08352778,-71.21094444,Humedad del aire 2 mt,%
0027015501,0027,2017-12-10T08:50:00.000,85.33688,YOLOMBO  - AUT,ANTIOQUIA,YOLOMBÓ,NECHÍ,6.580958333,-75.11487778,Humedad del aire 2 mt,%
0052055502,0027,2017-08-21T14:30:00.000,51.53911,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0021055070,0027,2014-11-29T18:00:00.000,73,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Humedad del aire 2 mt,%
0021208480,0027,2012-06-09T06:10:00.000,76.7,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Humedad del aire 2 mt,%
0052015501,0027,2017-08-21T08:30:00.000,86.63857,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Humedad del aire 2 mt,%
0026255030,0027,2008-02-08T06:00:00.000,85,SANTA ISABEL VALDIVIA - AUT,ANTIOQUIA,VALDIVIA,CAUCA,7.157277778,-75.44222222,Humedad del aire 2 mt,%
0021045501,0027,2019-06-10T21:10:00.000,88.41446,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041941667,-76.01191667,Humedad del aire 2 mt,%
0021206780,0027,2015-10-19T18:00:00.000,60.2,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Humedad del aire 2 mt,%
0035195060,0027,2018-12-14T21:00:00.000,97,PERENCO: TOQUILLA,BOYACÁ,AQUITANIA,META,5.524,-72.791,Humedad del aire 2 mt,%
0026155503,0027,2018-10-01T09:40:00.000,72.99207,PLANALTO  - AUT,CALDAS,MANIZALES,CAUCA,4.989722222,-75.58971944,Humedad del aire 2 mt,%
0024015340,0027,2017-04-04T04:00:00.000,81,EL HATO - CAR,CUNDINAMARCA,CARMEN DE CARUPA,SOGAMOSO,5.283,-73.9,Humedad del aire 2 mt,%
0023035030,0027,2009-03-10T03:00:00.000,97,BASE PALANQUERO  - AUT,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.492861111,-74.658,Humedad del aire 2 mt,%
0026125507,0027,2017-05-22T09:45:00.000,95,ARTURO GOMEZ  - AUT,VALLE DEL CAUCA,ALCALÁ,CAUCA,4.671388889,-75.77721944,Humedad del aire 2 mt,%
0021202170,0027,2013-11-06T17:20:00.000,91.7,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
0023125501,0027,2018-06-09T09:05:00.000,95.59708,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Humedad del aire 2 mt,%
0011175000,0027,2019-04-21T04:00:00.000,99,PR CHOCO: ATRATO,CHOCÓ,EL ATRATO,ATRATO - DARIÉN,5.529,-76.634,Humedad del aire 2 mt,%
0021206950,0027,2011-10-30T05:00:00.000,97,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Humedad del aire 2 mt,%
0022045502,0027,2019-02-07T14:05:00.000,67.59258,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Humedad del aire 2 mt,%
0021202180,0027,2013-11-13T21:05:00.000,77.7,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Humedad del aire 2 mt,%
0016025501,0027,2019-07-27T05:40:00.000,92.03207,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Humedad del aire 2 mt,%
0035095120,0027,2016-12-15T15:00:00.000,40,AQUITANIA - AUT,BOYACÁ,AQUITANIA,META,5.556638889,-72.88175,Humedad del aire 2 mt,%
0026145506,0027,2019-05-07T11:20:00.000,54.02566,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Humedad del aire 2 mt,%
0023125170,0027,2009-08-09T10:00:00.000,74,SAN CAYETANO - AUT,CUNDINAMARCA,SAN CAYETANO,MEDIO MAGDALENA,5.333333333,-74.016666667,Humedad del aire 2 mt,%
0021202220,0027,2013-01-15T21:20:00.000,80.2,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Humedad del aire 2 mt,%
0023065180,0027,2017-01-28T05:00:00.000,89,VILLETA - AUT,CUNDINAMARCA,VILLETA,MEDIO MAGDALENA,5.016861111,-74.47097222,Humedad del aire 2 mt,%
0026195501,0027,2018-01-17T01:10:00.000,95.49074,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Humedad del aire 2 mt,%
0023055501,0027,2016-08-05T07:15:00.000,77,SANTA HELENA  - AUT,CALDAS,MARQUETALIA,MEDIO MAGDALENA,5.317497222,-74.99610833,Humedad del aire 2 mt,%
0026125504,0027,2017-09-06T12:50:00.000,41.43802,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Humedad del aire 2 mt,%
0029065501,0027,2018-10-15T02:50:00.000,78.80636,"CIENAGA,LA  - AUT",MAGDALENA,CIÉNAGA,BAJO MAGDALENA,10.89785833,-74.08156667,Humedad del aire 2 mt,%
0021205517,0027,2019-01-05T06:20:00.000,100,PARQUE SOPO  - AUT,CUNDINAMARCA,SOPÓ,ALTO MAGDALENA,4.788,-74.05,Humedad del aire 2 mt,%
0026065502,0027,2019-04-11T10:20:00.000,68.87123,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0016025502,0027,2017-07-29T00:15:00.000,99.90662,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Humedad del aire 2 mt,%
0021205502,0027,2019-03-09T20:20:00.000,76.19313,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Humedad del aire 2 mt,%
0026205501,0027,2019-04-14T15:30:00.000,44.53926,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Humedad del aire 2 mt,%
0052025501,0027,2018-08-23T23:10:00.000,62.43171,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Humedad del aire 2 mt,%
0026075120,0027,2014-11-19T18:00:00.000,96,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Humedad del aire 2 mt,%
0054035501,0027,2019-06-21T00:55:00.000,91.04227,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0035085070,0027,2014-09-26T19:00:00.000,100,SANTA MARIA - AUT,BOYACÁ,SANTA MARÍA,META,4.84125,-73.25669444,Humedad del aire 2 mt,%
0052015501,0027,2019-01-03T09:30:00.000,44.27813,BALBOA  - AUT,CAUCA,BALBOA,PATÍA,2.125191667,-77.19266667,Humedad del aire 2 mt,%
0021115170,0027,2009-07-18T16:00:00.000,76,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759138889,-75.07455556,Humedad del aire 2 mt,%
0037015501,0027,2018-12-20T21:40:00.000,82.60712,LABATECA  - AUT,NORTE DE SANTANDER,LABATECA,ARAUCA,7.296058333,-72.49772778,Humedad del aire 2 mt,%
0021255170,0027,2014-07-03T00:00:00.000,94,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.17327778,Humedad del aire 2 mt,%
0027015310,0027,2016-07-29T06:00:00.000,83,METROMEDELLIN - AUT,ANTIOQUIA,BELLO,NECHÍ,6.32975,-75.55211111,Humedad del aire 2 mt,%
0021215150,0027,2017-09-06T18:00:00.000,79,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOÁTEGUI,ALTO MAGDALENA,4.670777778,-75.32777778,Humedad del aire 2 mt,%
0021195170,0027,2018-08-14T09:00:00.000,90,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993611111,-74.39805556,Humedad del aire 2 mt,%
0024015110,0027,2006-04-21T06:00:00.000,95,LA BOYERA - AUT,CUNDINAMARCA,UBATÉ,SOGAMOSO,5.303805556,-73.85175,Humedad del aire 2 mt,%
0021195170,0027,2007-02-22T15:00:00.000,90,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993611111,-74.39805556,Humedad del aire 2 mt,%
0026035090,0027,2007-07-28T08:00:00.000,64,LA LAGUNA CAUCA,CAUCA,CAJIBÍO,CAUCA,2.699,-76.595,Humedad del aire 2 mt,%
0052045080,0027,2018-11-05T21:00:00.000,89,UNIVERSIDAD DE NARINO  - AUT,NARIÑO,PASTO,PATÍA,1.225111111,-77.28338889,Humedad del aire 2 mt,%
0023035030,0027,2016-07-31T16:00:00.000,36,BASE PALANQUERO  - AUT,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.492861111,-74.658,Humedad del aire 2 mt,%
0023125501,0027,2017-08-09T19:50:00.000,99.9988,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Humedad del aire 2 mt,%
0026145505,0027,2017-05-13T15:05:00.000,54,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Humedad del aire 2 mt,%
0023195501,0027,2016-09-06T18:25:00.000,87,SAN ANTONIO  - AUT,SANTANDER,FLORIDABLANCA,MEDIO MAGDALENA,7.099441667,-73.06638611,Humedad del aire 2 mt,%
0044035501,0027,2019-08-06T00:35:00.000,67.63048,PAUJIL  - AUT,CAQUETA,EL PAUJIL,CAQUETÁ,1.573819444,-75.3402,Humedad del aire 2 mt,%
0023025502,0027,2019-04-10T17:05:00.000,96.74131,ALMACAFE LETRAS  - AUT,CALDAS,MANIZALES,MEDIO MAGDALENA,5.044997222,-75.33221944,Humedad del aire 2 mt,%
0052035040,0027,2012-09-01T01:00:00.000,73,VIENTO LIBRE - AUT,NARIÑO,TAMINANGO,PATÍA,1.6185,-77.34361111,Humedad del aire 2 mt,%
0021206920,0027,2011-12-25T17:00:00.000,83,VILLA TERESA - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.35,-74.15,Humedad del aire 2 mt,%
0023065502,0027,2018-06-17T20:35:00.000,71.36653,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Humedad del aire 2 mt,%
